"행정구역","2020년12월_계_총인구수","2020년12월_계_연령구간인구수","2020년12월_계_0~9세","2020년12월_계_10~19세","2020년12월_계_20~29세","2020년12월_계_30~39세","2020년12월_계_40~49세","2020년12월_계_50~59세","2020년12월_계_60~69세","2020년12월_계_70~79세","2020년12월_계_80~89세","2020년12월_계_90~99세","2020년12월_계_100세 이상"
"부산광역시 금정구 부곡제2동(2641058000)","16,869","16,869","879","1,435","2,530","1,800","2,410","2,994","2,671","1,440","619","84","7"
"부산광역시 금정구 부곡제3동(2641059000)","16,190","16,190","1,174","1,354","2,297","1,983","2,298","2,815","2,429","1,174","578","83","5"
"부산광역시 금정구 부곡제4동(2641059100)","13,275","13,275","537","837","1,593","1,468","1,784","2,309","2,660","1,519","503","62","3"
"부산광역시 금정구 장전제1동(2641060000)","17,902","17,902","911","1,177","5,658","1,977","2,210","2,269","1,995","1,145","492","57","11"
"부산광역시 금정구 장전제2동(2641061000)","27,319","27,319","2,646","2,462","3,446","3,767","4,700","3,778","3,359","2,033","864","166","98"
"부산광역시 금정구 선두구동(2641063500)","2,395","2,395","76","108","209","205","232","497","537","348","163","17","3"
"부산광역시 금정구 청룡노포동(2641066500)","10,087","10,087","520","706","1,108","952","1,260","1,797","1,940","1,217","512","71","4"
"부산광역시 금정구 남산동(2641067000)","29,674","29,674","1,233","2,119","4,588","3,048","3,709","5,622","5,110","2,933","1,159","147","6"
"부산광역시 금정구 구서제1동(2641068000)","19,911","19,911","1,361","1,925","2,600","2,264","3,018","3,666","2,908","1,485","599","77","8"
"부산광역시 금정구 구서제2동(2641069000)","33,880","33,880","2,243","3,321","4,490","3,473","4,959","6,131","5,288","2,635","1,151","180","9"
"부산광역시 금정구 금성동(2641070000)","1,088","1,088","73","115","82","76","174","171","224","109","52","10","2"
"부산광역시 강서구 (2644000000)","137,957","137,957","20,095","11,714","12,335","27,308","23,667","16,947","15,847","6,875","2,675","447","47"
"부산광역시 강서구 대저1동(2644051000)","6,848","6,848","182","300","664","591","721","1,275","1,655","1,018","383","56","3"
"부산광역시 강서구 대저2동(2644052000)","7,119","7,119","498","470","829","871","891","1,109","1,341","714","333","57","6"
"부산광역시 강서구 강동동(2644053000)","4,499","4,499","86","138","350","356","373","941","1,302","615","269","54","15"
"부산광역시 강서구 명지1동(2644053500)","50,325","50,325","9,673","4,090","4,278","13,078","8,697","4,769","3,822","1,358","472","79","9"
"부산광역시 강서구 명지2동(2644054500)","30,377","30,377","5,153","4,199","2,476","5,005","6,648","3,341","2,405","826","280","43","1"
"부산광역시 강서구 가락동(2644055000)","2,474","2,474","57","70","195","200","214","491","621","412","178","33","3"
"부산광역시 강서구 녹산동(2644056000)","32,625","32,625","4,334","2,308","3,249","6,885","5,689","4,258","3,792","1,467","552","86","5"
"부산광역시 강서구 가덕도동(2644058000)","3,690","3,690","112","139","294","322","434","763","909","465","208","39","5"
"부산광역시 연제구 (2647000000)","209,157","209,157","14,747","16,467","26,131","27,194","31,907","34,141","32,509","18,197","6,931","843","90"
"부산광역시 연제구 거제제1동(2647061000)","29,710","29,710","2,630","3,563","3,241","3,139","5,581","4,734","3,605","2,231","876","106","4"
"부산광역시 연제구 거제제2동(2647062000)","12,587","12,587","1,097","1,551","1,330","1,287","2,365","1,967","1,663","921","360","37","9"
"부산광역시 연제구 거제제3동(2647063000)","10,209","10,209","478","701","1,182","1,080","1,345","1,664","1,804","1,270","594","84","7"
"부산광역시 연제구 거제제4동(2647064000)","10,774","10,774","750","981","1,237","1,165","1,640","1,885","1,773","912","371","58","2"
"부산광역시 연제구 연산제1동(2647065000)","16,447","16,447","1,230","1,254","1,881","2,149","2,481","2,659","2,766","1,467","507","45","8"
"부산광역시 연제구 연산제2동(2647066000)","20,934","20,934","1,975","1,308","2,563","3,666","3,027","3,120","2,863","1,673","642","89","8"
"부산광역시 연제구 연산제3동(2647067000)","7,419","7,419","222","380","804","734","961","1,311","1,586","1,015","358","42","6"
"부산광역시 연제구 연산제4동(2647068000)","16,808","16,808","716","907","2,390","2,050","2,279","2,834","3,172","1,741","639","76","4"
"부산광역시 연제구 연산제5동(2647069000)","16,537","16,537","775","688","3,432","3,147","2,333","2,359","2,122","1,203","434","35","9"
"부산광역시 연제구 연산제6동(2647070000)","17,101","17,101","1,066","1,014","1,891","2,370","2,264","2,695","3,062","1,889","760","78","12"
"부산광역시 연제구 연산제8동(2647072000)","14,470","14,470","1,277","1,127","1,614","1,881","2,255","2,472","2,258","1,165","367","46","8"
"부산광역시 연제구 연산제9동(2647073000)","36,161","36,161","2,531","2,993","4,566","4,526","5,376","6,441","5,835","2,710","1,023","147","13"
"부산광역시 수영구 (2650000000)","176,894","176,894","10,328","11,852","24,349","23,877","25,487","27,718","28,545","17,045","6,757","875","61"
"부산광역시 수영구 남천제1동(2650066000)","14,043","14,043","724","1,191","1,840","1,658","2,043","2,433","2,122","1,297","630","100","5"
"부산광역시 수영구 남천제2동(2650067000)","12,345","12,345","876","1,174","1,406","1,248","1,966","2,186","1,924","1,069","407","79","10"
"부산광역시 수영구 수영동(2650073000)","14,924","14,924","605","659","1,802","1,790","1,896","2,346","2,972","1,965","794","90","5"
"부산광역시 수영구 망미제1동(2650074000)","27,921","27,921","1,703","1,996","3,140","3,433","3,761","4,390","5,107","2,967","1,240","176","8"
"부산광역시 수영구 망미제2동(2650075000)","11,501","11,501","699","834","1,249","1,445","1,715","1,883","1,997","1,224","397","54","4"
"부산광역시 수영구 광안제1동(2650076000)","26,065","26,065","1,275","1,635","5,094","4,073","3,654","3,597","3,615","2,185","826","104","7"
"부산광역시 수영구 광안제2동(2650077000)","18,688","18,688","1,120","1,274","2,896","2,705","2,858","2,724","2,609","1,744","685","65","8"
"부산광역시 수영구 광안제3동(2650078000)","9,696","9,696","310","412","1,856","1,466","1,227","1,377","1,616","1,006","381","41","4"
"부산광역시 수영구 광안제4동(2650079000)","13,127","13,127","787","855","1,742","1,920","1,988","2,068","1,998","1,164","541","59","5"
"부산광역시 수영구 민락동(2650080000)","28,584","28,584","2,229","1,822","3,324","4,139","4,379","4,714","4,585","2,424","856","107","5"
"부산광역시 사상구 (2653000000)","212,586","212,586","12,355","15,088","28,932","25,224","29,363","41,190","36,718","17,132","5,849","665","70"
"부산광역시 사상구 삼락동(2653058000)","6,002","6,002","230","301","647","594","724","1,321","1,249","684","223","24","5"
"부산광역시 사상구 모라제1동(2653059100)","28,199","28,199","1,594","2,010","3,623","3,265","3,782","5,575","5,161","2,325","765","83","16"
"부산광역시 사상구 모라제3동(2653059300)","11,022","11,022","290","480","891","828","1,279","2,219","2,522","1,690","742","77","4"
"부산광역시 사상구 덕포제1동(2653060000)","8,892","8,892","499","660","1,061","1,006","1,220","1,805","1,507","817","287","26","4"
"부산광역시 사상구 덕포제2동(2653061000)","13,200","13,200","718","939","1,747","1,455","1,728","2,742","2,460","1,036","328","45","2"
"부산광역시 사상구 괘법동(2653062000)","22,045","22,045","1,089","1,060","4,021","3,213","2,730","4,292","3,601","1,546","432","47","14"
"부산광역시 사상구 감전동(2653064500)","13,829","13,829","522","711","1,721","1,629","1,794","2,839","2,755","1,373","422","55","8"
"부산광역시 사상구 주례제1동(2653065000)","15,551","15,551","972","1,121","2,151","1,832","2,014","3,148","2,740","1,147","375","49","2"
"부산광역시 사상구 주례제2동(2653066000)","23,455","23,455","1,473","1,831","4,107","3,038","3,448","3,940","3,318","1,636","589","68","7"
"부산광역시 사상구 주례제3동(2653066100)","13,405","13,405","747","1,069","1,810","1,516","1,805","2,484","2,376","1,105","446","47","0"
"부산광역시 사상구 학장동(2653067000)","28,998","28,998","1,915","2,277","3,478","3,493","4,305","5,401","5,082","2,215","742","84","6"
"부산광역시 사상구 엄궁동(2653068000)","27,988","27,988","2,306","2,629","3,675","3,355","4,534","5,424","3,947","1,558","498","60","2"
"부산광역시 기장군 (2671000000)","174,545","174,545","19,153","17,475","17,066","24,960","32,215","24,006","21,398","12,335","5,150","744","43"
"부산광역시 기장군 기장읍(2671025000)","53,230","53,230","3,178","4,470","6,390","5,599","8,351","9,430","8,225","4,994","2,256","317","20"
"부산광역시 기장군 장안읍(2671025300)","8,657","8,657","408","430","1,029","1,049","952","1,556","1,650","971","512","90","10"
"부산광역시 기장군 정관읍(2671025600)","82,029","82,029","12,288","10,602","6,695","13,389","18,454","8,398","6,897","3,810","1,313","178","5"
"부산광역시 기장군 일광면(2671031000)","22,549","22,549","2,878","1,539","2,213","4,232","3,451","3,188","2,862","1,479","603","98","6"
"부산광역시 기장군 철마면(2671033000)","8,080","8,080","401","434","739","691","1,007","1,434","1,764","1,081","466","61","2"
"대구광역시  (2700000000)","2,418,346","2,418,346","178,226","225,898","321,534","294,310","383,839","425,479","325,957","175,276","77,665","9,429","733"
"대구광역시 중구 (2711000000)","76,547","76,547","5,142","5,089","11,864","10,755","10,766","11,325","10,227","7,375","3,413","488","103"
"대구광역시 중구 동인동(2711051700)","8,525","8,525","316","487","1,445","1,151","1,116","1,323","1,244","933","432","66","12"
"대구광역시 중구 삼덕동(2711054500)","6,736","6,736","448","374","1,880","1,240","887","713","601","369","187","29","8"
"대구광역시 중구 성내1동(2711056500)","5,075","5,075","168","229","1,464","761","558","620","593","435","194","46","7"
"대구광역시 중구 성내2동(2711057500)","4,591","4,591","135","200","816","542","505","757","779","567","231","45","14"
"대구광역시 중구 성내3동(2711058500)","5,158","5,158","585","221","629","1,038","698","724","655","404","174","25","5"
"대구광역시 중구 대신동(2711059500)","8,094","8,094","875","558","821","1,379","1,176","1,209","1,077","667","281","39","12"
"대구광역시 중구 남산1동(2711064000)","5,097","5,097","280","312","873","649","664","801","702","541","256","17","2"
"대구광역시 중구 남산2동(2711065000)","4,323","4,323","261","273","656","623","595","676","538","444","211","32","14"
"대구광역시 중구 남산3동(2711066000)","7,041","7,041","575","540","701","935","1,142","1,085","984","714","323","37","5"
"대구광역시 중구 남산4동(2711067000)","11,859","11,859","894","1,078","1,317","1,357","1,888","1,803","1,711","1,166","566","69","10"
"대구광역시 중구 대봉1동(2711068000)","7,654","7,654","526","662","1,009","877","1,183","1,226","955","745","405","58","8"
"대구광역시 중구 대봉2동(2711069000)","2,394","2,394","79","155","253","203","354","388","388","390","153","25","6"
"대구광역시 동구 (2714000000)","341,920","341,920","25,193","26,566","41,684","43,821","51,410","56,998","51,418","30,211","13,013","1,481","125"
"대구광역시 동구 신암1동(2714051000)","7,684","7,684","282","440","883","685","969","1,358","1,417","1,064","524","57","5"
"대구광역시 동구 신암2동(2714052000)","10,673","10,673","1,038","838","1,004","1,441","1,844","1,547","1,412","1,029","455","54","11"
"대구광역시 동구 신암3동(2714053000)","9,821","9,821","890","650","1,105","1,544","1,357","1,524","1,443","879","381","46","2"
"대구광역시 동구 신암4동(2714054000)","13,001","13,001","411","703","1,886","1,468","1,732","2,573","2,316","1,326","512","65","9"
"대구광역시 동구 신암5동(2714054100)","6,572","6,572","227","403","804","565","862","1,224","1,275","812","367","29","4"
"대구광역시 동구 신천1.2동(2714055500)","13,210","13,210","767","902","1,538","1,542","1,908","2,221","2,111","1,469","677","68","7"
"대구광역시 동구 신천3동(2714057000)","12,460","12,460","914","1,032","1,636","1,541","1,951","2,190","1,675","976","481","55","9"
"대구광역시 동구 신천4동(2714058000)","7,492","7,492","159","364","1,278","1,045","996","1,296","1,252","732","333","32","5"
"대구광역시 동구 효목1동(2714059000)","14,171","14,171","539","839","1,848","1,424","1,733","2,581","2,648","1,738","736","74","11"
"대구광역시 동구 효목2동(2714060000)","14,038","14,038","696","983","1,762","1,575","1,997","2,361","2,468","1,464","640","81","11"
"대구광역시 동구 도평동(2714061500)","4,183","4,183","194","255","612","461","496","727","727","469","219","23","0"
"대구광역시 동구 불로.봉무동(2714062000)","21,729","21,729","2,284","2,302","2,269","2,858","3,988","3,298","2,713","1,389","547","77","4"
"대구광역시 동구 지저동(2714064000)","14,949","14,949","688","941","1,980","1,566","1,825","2,951","2,829","1,507","598","59","5"
"대구광역시 동구 동촌동(2714065500)","15,919","15,919","855","942","2,155","1,918","2,059","2,981","2,714","1,568","656","69","2"
"대구광역시 동구 방촌동(2714067000)","18,274","18,274","873","1,287","2,383","1,773","2,279","3,558","3,284","1,878","871","83","5"
"대구광역시 동구 해안동(2714068500)","15,214","15,214","747","920","1,884","1,597","1,953","2,802","2,789","1,721","718","81","2"
"대구광역시 동구 안심1동(2714072000)","43,500","43,500","3,808","3,707","5,298","5,709","6,853","7,041","6,271","3,197","1,426","183","7"
"대구광역시 동구 안심2동(2714073000)","11,343","11,343","644","664","1,443","1,399","1,463","2,203","1,939","1,108","420","55","5"
"대구광역시 동구 안심3동(2714074200)","21,359","21,359","2,486","2,675","2,176","3,129","4,222","2,872","1,969","1,265","505","58","2"
"대구광역시 동구 안심4동(2714074700)","29,482","29,482","2,572","2,968","3,871","4,168","4,947","4,652","3,591","1,896","736","73","8"
"대구광역시 동구 혁신동(2714075500)","18,878","18,878","3,084","1,469","2,019","4,608","3,500","1,742","1,513","676","230","35","2"
"대구광역시 동구 공산동(2714076000)","17,968","17,968","1,035","1,282","1,850","1,805","2,476","3,296","3,062","2,048","981","124","9"
"대구광역시 서구 (2717000000)","170,700","170,700","7,564","10,862","21,673","17,443","22,825","34,321","31,085","17,173","6,896","755","103"
